ID;P4Edad;RegiónID;LugarEntrevista;Pc1ViveSC;Pc2ViveOtrasPersonas;Pc3RespondióAntes;Pc4RespondióCuestMeses;P10TiempoCalleAños;P10TiempoCalleMeses;P10TiempoCalleDías;P11EdadInicioCalle;P12RazónCalle;P13DurmióAnoche;P14DurmióAnocheLugar;P15AccesoAgua;P15AccesoDucha;P15AccesoWc;P16VecesCalle;P17ASaludVisual;P17BSaludAuditivo;P17CSaludCaminar;P17DSaludRecordar;P17ESaludAseo;P17FSaludEntender;P17GSaludSociable;P17HSaludMotricidad;P17ISaludTrabajar;P17JSaludDormir;P17KSaludRespirar;P17LSaludCuidarOtros;P18EnfCrónica;P19EnfCrónicaTrat;P20AConsumoAlcohol;P20BConsumoMarihuana;P20CConsumoPastaBase;P20DConsumoOtras;P21ProtocoloRsh;P22Indígena;P23AsisteEducac;P24Curso;P25TipoEducación;P26Trabaja;P27Contrato;P28IngresoTrabajo;P29IngresoJubilac;FechaCreación;RSH
2714;.;Coquimbo;10;1;1;2;;4;0;0;31;1;2;5;2;2;2;5;1;1;1;1;1;2;2;1;1;2;1;1;2;;1;1;1;2;1;;;;;;;;;20200908;Tiene RSH
2715;.;Coquimbo;10;1;1;2;;0;3;0;27;2;1;;2;2;2;5;3;3;1;4;3;3;1;3;3;4;3;1;2;;1;2;2;2;1;;;;;;;;;20220303;Tiene RSH
2716;18 a 44;Coquimbo;10;1;1;2;;2;4;10;39;5;1;;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;1;2;1;;;;;;;;;20211020;Tiene RSH
2717;45 a 59;Coquimbo;10;1;1;2;;0;6;0;57;1;1;;1;1;1;2;1;1;4;4;4;3;4;2;3;1;1;1;1;2;2;2;2;2;1;;;;;;;;;20210409;Tiene RSH
2718;45 a 59;Coquimbo;7;1;1;2;;12;;;;1;1;;1;2;2;;3;1;3;1;1;1;1;1;3;4;4;1;1;2;2;1;2;2;1;;;;;;;;;20170719;Tiene RSH
2719;18 a 44;Coquimbo;6;1;1;2;;;1;14;;1;1;;;;;;2;1;1;3;1;1;1;1;1;4;2;1;2;;1;2;1;2;1;;;;;;;;;20170719;Tiene RSH
2720;45 a 59;Coquimbo;10;1;1;2;;1;0;0;34;1;1;;2;2;2;5;2;1;1;1;1;1;2;1;1;3;1;2;2;;2;2;2;2;1;;;;;;;;;20211115;Tiene RSH
2721;18 a 44;Coquimbo;12;1;1;2;;1;0;0;14;1;1;;1;1;1;1;4;1;2;3;1;1;1;2;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210810;Tiene RSH
2722;60 o mayor;Coquimbo;6;1;1;2;;2;;;;1;1;;1;1;1;;4;3;3;2;2;2;1;1;3;3;3;1;1;1;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2723;45 a 59;Coquimbo;6;1;1;2;;9;;;14;1;1;;1;1;1;;1;1;1;1;1;2;1;2;1;2;1;1;2;;1;2;1;2;2;0;2;3;1;1;4;100000;;20170101;Tiene RSH
2724;45 a 59;Coquimbo;10;1;1;2;;2;3;5;48;2;1;;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;;;;;;;;;20210820;Tiene RSH
2725;18 a 44;Coquimbo;10;1;2;2;;1;5;10;34;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;;;;;;;;;20210810;Tiene RSH
2726;60 o mayor;Coquimbo;10;1;1;2;;1;0;0;17;6;1;;1;1;1;2;1;1;2;2;1;1;1;1;1;3;2;1;2;;1;2;2;2;1;;;;;;;;;20211209;Tiene RSH
2727;45 a 59;Coquimbo;10;1;1;2;;5;0;0;43;1;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;3;1;1;2;;2;2;2;2;1;;;;;;;;;20210401;Tiene RSH
2728;18 a 44;Coquimbo;7;1;1;2;;5;0;0;13;1;1;;2;2;2;5;1;1;1;1;1;1;3;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20210401;Tiene RSH
2729;45 a 59;Coquimbo;10;1;1;2;;0;1;0;58;2;1;;2;2;2;5;2;1;1;1;1;1;1;1;1;3;1;1;2;;1;2;2;2;1;;;;;;;;;20210825;Tiene RSH
2730;18 a 44;Coquimbo;10;1;1;2;;1;2;5;34;1;1;;2;2;2;5;1;1;1;3;1;2;2;1;1;3;1;2;2;;1;1;2;2;1;;;;;;;;;20210702;Tiene RSH
2731;60 o mayor;Coquimbo;6;1;1;2;;48;;;;1;1;;1;1;1;;3;1;1;3;3;1;1;3;2;2;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2732;45 a 59;Coquimbo;10;1;1;2;;1;0;0;27;5;1;;2;2;2;5;2;2;2;2;1;1;1;1;1;3;2;1;2;;2;1;1;1;1;;;;;;;;;20211013;Tiene RSH
2733;45 a 59;Coquimbo;7;1;1;2;;10;;;;1;1;;3;3;2;;4;3;1;3;1;1;1;3;2;4;1;1;2;;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
2734;45 a 59;Coquimbo;6;1;1;2;;1;6;;12;1;1;;3;3;2;;3;1;2;3;2;1;1;1;2;1;1;1;1;2;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
2735;45 a 59;Coquimbo;10;1;1;2;;1;0;0;16;5;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;;;;;;;;;20211013;Tiene RSH
2736;18 a 44;Coquimbo;10;1;1;2;;6;5;20;30;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;2;0;2;4;2;1;4;100000;0;20211020;Tiene RSH
2737;60 o mayor;Coquimbo;6;1;1;2;;1;;;;1;1;;1;1;1;;1;1;3;2;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2738;45 a 59;Coquimbo;10;1;1;2;;0;3;10;57;2;1;;2;2;2;5;2;2;1;3;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210928;Tiene RSH
2739;45 a 59;Coquimbo;10;1;1;2;;1;0;0;39;2;1;;1;1;1;1;3;1;1;2;1;1;1;1;1;3;1;1;2;;1;2;2;2;1;;;;;;;;;20211013;Tiene RSH
2740;45 a 59;Coquimbo;10;1;1;2;;36;6;10;14;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210923;Tiene RSH
2741;45 a 59;Coquimbo;7;1;1;2;;17;;;22;1;1;;3;3;2;;1;3;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2742;60 o mayor;Coquimbo;10;1;1;2;;1;0;0;16;1;1;;2;2;2;5;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;;;;;;;;;20211013;Tiene RSH
2743;18 a 44;Coquimbo;7;1;1;2;;2;;;13;1;1;;3;3;2;;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;2;1;2;1;;;;;;;;;20170801;Tiene RSH
2744;60 o mayor;Coquimbo;10;1;1;2;;3;1;0;60;1;1;;1;1;1;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20211020;Tiene RSH
2745;60 o mayor;Coquimbo;6;1;1;2;;8;;;49;1;1;;1;2;2;;3;1;3;2;4;2;2;4;3;4;4;2;1;1;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2746;60 o mayor;Coquimbo;10;1;2;2;;7;0;0;15;1;1;;2;2;2;5;2;1;1;4;4;3;2;1;4;2;1;3;2;;1;2;2;2;1;;;;;;;;;20210518;Tiene RSH
2747;45 a 59;Coquimbo;10;1;1;2;;1;9;20;7;1;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;1;2;1;;;;;;;;;20210805;Tiene RSH
2748;45 a 59;Coquimbo;7;1;1;2;;10;;;;5;1;;1;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;2;0;2;8;1;1;4;90000;;20170101;Tiene RSH
2749;18 a 44;Coquimbo;7;1;1;2;;3;;;13;1;1;;1;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
2750;45 a 59;Coquimbo;6;1;1;2;;15;;;24;5;1;;1;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;1;2;1;;;;;;;;;20170101;Tiene RSH
2751;18 a 44;Coquimbo;6;1;1;2;;5;;;12;1;1;;1;2;2;;2;1;1;3;1;1;1;1;1;1;2;1;2;;2;2;2;2;1;;;;;;;;;20170719;Tiene RSH
2752;45 a 59;Coquimbo;6;1;1;2;;16;;;32;5;1;;1;1;1;;4;1;1;1;2;1;1;1;1;4;3;1;1;2;1;2;2;2;2;0;2;4;2;1;4;60000;;20170101;Tiene RSH
2753;45 a 59;Coquimbo;10;1;1;2;;1;0;0;47;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;1;2;1;;;;;;;;;20211013;Tiene RSH
2754;45 a 59;Coquimbo;7;1;1;2;;2;;;18;1;1;;1;2;2;;1;1;3;1;1;1;1;1;3;1;1;1;2;;1;1;2;2;1;;;;;;;;;20170101;Tiene RSH
2755;45 a 59;Coquimbo;7;1;1;2;;10;;;;1;1;;3;3;2;;1;1;1;3;4;1;1;1;4;1;1;1;2;;2;2;1;2;1;;;;;;;;;20170101;Tiene RSH
2756;45 a 59;Coquimbo;6;1;1;2;;17;;;;1;1;;3;3;2;;3;1;1;1;1;1;1;1;1;4;1;1;2;;1;1;2;2;1;;;;;;;;;20170719;Tiene RSH
2757;45 a 59;Coquimbo;10;1;1;2;;1;0;0;20;1;1;;2;2;2;5;1;1;1;1;1;1;1;3;3;1;1;1;1;2;2;2;2;2;1;;;;;;;;;20210804;Tiene RSH
2758;18 a 44;Coquimbo;10;1;1;2;;1;6;5;29;1;1;;1;1;1;5;1;1;1;1;1;1;2;1;1;3;1;1;2;;1;1;2;2;1;;;;;;;;;20210524;Tiene RSH
2759;18 a 44;Coquimbo;10;1;1;2;;1;0;0;13;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210804;Tiene RSH
2760;18 a 44;Coquimbo;10;1;1;2;;1;0;0;20;1;1;;2;2;2;5;2;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20210714;Tiene RSH
2761;45 a 59;Coquimbo;7;1;2;2;;2;;;;1;1;;3;2;2;;3;1;1;3;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2762;45 a 59;Coquimbo;10;1;1;2;;16;3;0;39;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;1;1;;;;;;;;;20211020;Tiene RSH
2763;60 o mayor;Coquimbo;6;1;1;2;;20;;;12;1;1;;1;1;1;;1;3;1;1;1;1;3;1;1;1;1;1;1;1;2;1;2;2;2;0;2;6;1;1;1;80000;;20170101;Tiene RSH
2764;45 a 59;Coquimbo;7;1;1;2;;10;;;23;2;1;;3;2;2;;1;3;1;3;2;1;1;1;1;3;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2765;45 a 59;Coquimbo;7;1;1;2;;8;;;40;1;1;;1;2;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2766;18 a 44;Coquimbo;10;1;1;2;;20;1;10;16;1;1;;2;2;2;5;1;2;1;4;2;4;3;1;4;3;1;3;2;;1;1;2;2;1;;;;;;;;;20210601;Tiene RSH
2767;18 a 44;Coquimbo;10;1;1;2;;1;0;0;18;1;1;;2;2;2;5;2;1;1;3;1;1;1;1;1;3;3;1;2;;2;1;2;2;1;;;;;;;;;20210908;Tiene RSH
2768;18 a 44;Coquimbo;10;1;1;2;;1;0;0;35;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20211013;Tiene RSH
2769;45 a 59;Coquimbo;6;1;1;2;;2;6;;18;5;1;;3;3;2;;1;1;1;3;1;1;1;1;1;4;3;1;2;;1;2;1;2;1;;;;;;;;;20170719;Tiene RSH
2770;45 a 59;Coquimbo;7;1;1;2;;4;;;32;1;1;;1;3;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;1;2;2;1;;;;;;;;;20170101;Tiene RSH
2771;45 a 59;Coquimbo;10;1;2;2;;0;4;5;46;2;2;5;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210701;Tiene RSH
2772;18 a 44;Coquimbo;10;1;1;2;;1;0;0;38;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;3;1;2;;1;1;2;2;1;;;;;;;;;20211013;Tiene RSH
2773;45 a 59;Coquimbo;10;1;1;2;;30;0;0;9;1;1;;2;2;2;4;2;1;1;2;3;1;1;1;1;3;1;1;2;;1;2;1;2;1;;;;;;;;;20210422;Tiene RSH
2774;60 o mayor;Coquimbo;10;1;1;2;;1;0;0;45;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211012;Tiene RSH
2775;45 a 59;Coquimbo;10;1;2;2;;3;1;3;46;5;1;;2;1;1;1;2;1;1;2;1;2;1;1;1;1;1;1;2;;1;1;1;2;2;0;2;8;1;1;4;80000;0;20210803;Tiene RSH
2776;45 a 59;Coquimbo;7;1;1;2;;24;;;21;1;1;;1;2;2;;1;1;3;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2777;45 a 59;Coquimbo;6;1;1;2;;15;;;27;5;2;5;1;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
2778;18 a 44;Coquimbo;6;1;1;2;;25;;;;1;1;;1;1;1;;1;1;1;3;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170718;Tiene RSH
2779;45 a 59;Coquimbo;10;1;1;2;;1;0;0;40;1;1;;2;2;2;5;1;1;1;3;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210423;Tiene RSH
2780;45 a 59;Coquimbo;10;1;1;2;;1;0;0;40;1;1;;2;1;2;5;2;1;1;1;1;1;1;1;1;2;1;1;2;;1;2;2;2;1;;;;;;;;;20211013;Tiene RSH
2781;45 a 59;Coquimbo;10;1;1;2;;0;3;0;53;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210428;Tiene RSH
2782;45 a 59;Coquimbo;10;1;1;2;;30;6;0;14;1;1;;2;2;2;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;;;;;;;;;20211020;Tiene RSH
2783;18 a 44;Coquimbo;6;1;1;2;;16;;;;1;1;;3;3;2;;1;1;1;1;2;1;1;1;2;1;1;1;1;2;2;1;2;2;1;;;;;;;;;20170719;Tiene RSH
2784;18 a 44;Coquimbo;10;1;2;2;;4;3;2;29;1;1;;1;2;2;5;1;1;1;1;1;2;2;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210617;Tiene RSH
2785;45 a 59;Coquimbo;6;1;1;2;;10;;;;1;1;;3;3;2;;3;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2786;45 a 59;Coquimbo;10;1;2;2;;0;2;0;19;1;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211001;Tiene RSH
2787;45 a 59;Coquimbo;10;1;1;2;;15;2;15;38;1;1;;2;2;2;5;2;2;1;3;2;2;2;1;1;3;1;2;2;;1;1;2;2;1;;;;;;;;;20210601;Tiene RSH
2788;45 a 59;Coquimbo;7;1;1;2;;7;;;;1;1;;3;3;2;;3;3;1;3;3;1;1;1;3;1;1;1;2;;1;1;1;2;1;;;;;;;;;20170718;Tiene RSH
2789;45 a 59;Coquimbo;10;1;1;2;;0;2;20;56;5;1;;2;2;2;5;3;1;1;2;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211020;Tiene RSH
2790;45 a 59;Coquimbo;10;1;1;2;;6;3;0;47;1;1;;2;2;2;5;2;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;2;0;2;8;1;1;4;100000;0;20211020;Tiene RSH
2791;18 a 44;Coquimbo;10;1;1;2;;7;0;0;15;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20210709;Tiene RSH
2792;45 a 59;Coquimbo;7;1;1;2;;10;;;22;1;1;;1;2;2;;4;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2793;45 a 59;Coquimbo;10;1;1;2;;0;2;0;58;1;1;;2;2;2;5;1;1;4;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210517;Tiene RSH
2794;18 a 44;Coquimbo;10;1;1;2;;0;1;0;29;1;1;;2;2;2;5;1;1;1;2;1;1;1;1;1;3;1;1;2;;1;1;1;2;1;;;;;;;;;20211019;Tiene RSH
2795;18 a 44;Coquimbo;7;1;1;2;;1;;;;1;1;;1;3;2;;1;1;1;1;1;1;3;1;1;1;1;1;2;;2;2;2;2;2;0;2;4;2;1;4;25000;;20170101;Tiene RSH
2796;18 a 44;Coquimbo;7;1;1;2;;17;;;;1;1;;1;2;2;;1;1;2;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;2;0;2;4;2;2;;0;0;20170719;Tiene RSH
2797;45 a 59;Coquimbo;10;1;1;2;;1;0;0;20;1;1;;2;2;2;5;3;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;;;;;;;;;20211013;Tiene RSH
2798;18 a 44;Coquimbo;10;1;1;2;;15;1;10;13;1;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;;;;;;;;;20210811;Tiene RSH
2799;18 a 44;Coquimbo;12;1;1;2;;1;0;0;25;5;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;1;2;;1;2;1;2;1;;;;;;;;;20210810;Tiene RSH
2800;45 a 59;Coquimbo;7;1;1;2;;1;;;51;1;1;;3;3;2;;3;1;1;3;1;1;1;2;1;3;1;1;2;;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
2801;45 a 59;Coquimbo;10;1;1;2;;0;7;10;53;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210907;Tiene RSH
2802;18 a 44;Coquimbo;10;1;1;2;;3;0;0;36;5;1;;2;2;2;5;1;1;2;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20220311;Tiene RSH
2803;18 a 44;Coquimbo;10;1;1;2;;3;0;0;28;5;1;;2;2;2;5;2;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20211007;Tiene RSH
2804;60 o mayor;Coquimbo;7;1;1;2;;5;;;;2;1;;1;1;2;;3;1;3;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2805;18 a 44;Coquimbo;10;1;1;2;;6;0;0;20;1;1;;2;2;2;5;1;1;1;3;1;1;1;1;1;2;1;1;1;2;1;1;1;2;1;;;;;;;;;20210423;Tiene RSH
2806;18 a 44;Coquimbo;6;1;1;2;;8;;;30;1;1;;1;1;1;;1;1;1;3;1;3;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2807;45 a 59;Coquimbo;10;1;1;2;;1;0;0;45;2;1;;2;2;2;2;2;1;4;2;1;1;1;3;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20210920;Tiene RSH
2808;45 a 59;Coquimbo;7;1;1;2;;20;;;12;5;1;;1;2;2;;1;1;1;2;1;1;1;2;1;4;1;1;2;;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
2809;18 a 44;Coquimbo;10;1;2;2;;0;2;0;47;1;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;3;1;1;2;;2;2;2;2;1;;;;;;;;;20211001;Tiene RSH
2810;45 a 59;Coquimbo;10;1;1;2;;1;0;0;52;1;1;;1;1;1;2;2;2;2;3;1;1;1;3;1;1;1;1;1;2;1;1;1;2;1;;;;;;;;;20211013;Tiene RSH
2811;45 a 59;Coquimbo;10;1;1;2;;0;4;0;17;1;1;;2;2;2;5;4;1;2;1;1;1;2;1;1;3;2;1;2;;1;2;1;2;1;;;;;;;;;20210909;Tiene RSH
2812;45 a 59;Coquimbo;10;1;1;2;;1;0;0;51;5;1;;1;1;1;5;2;2;1;2;1;1;1;2;1;2;1;1;2;;2;1;2;2;1;;;;;;;;;20211013;Tiene RSH
2813;18 a 44;Coquimbo;10;1;2;2;;0;3;0;37;2;1;;2;1;2;4;4;1;3;3;2;1;1;3;2;1;1;1;1;2;1;1;1;2;1;;;;;;;;;20210706;Tiene RSH
2814;18 a 44;Coquimbo;6;1;1;2;;3;6;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2815;45 a 59;Coquimbo;10;1;1;2;;1;0;0;50;1;1;;1;1;1;5;2;1;1;4;1;2;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210507;Tiene RSH
2816;45 a 59;Coquimbo;10;1;1;2;;10;1;3;38;5;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20210924;Tiene RSH
2817;18 a 44;Coquimbo;7;1;1;2;;3;;;20;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20170101;Tiene RSH
2818;18 a 44;Coquimbo;10;1;2;2;;0;1;0;28;2;1;;2;2;2;4;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210607;Tiene RSH
2819;45 a 59;Coquimbo;10;1;2;2;;0;2;0;51;5;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;3;1;1;2;;1;2;2;2;1;;;;;;;;;20210715;Tiene RSH
2820;45 a 59;Coquimbo;10;1;1;2;;1;0;0;8;1;1;;2;2;2;5;2;1;1;3;1;1;1;1;1;2;2;1;1;1;2;2;1;2;1;;;;;;;;;20211013;Tiene RSH
2821;18 a 44;Coquimbo;10;1;1;2;;0;8;10;43;5;1;;2;2;2;4;1;1;2;1;1;1;1;1;1;2;1;1;2;;1;2;2;2;1;;;;;;;;;20210610;Tiene RSH
2822;18 a 44;Coquimbo;10;1;1;2;;5;0;0;34;5;2;6;1;1;1;4;1;1;2;3;1;1;4;1;1;4;1;1;1;1;2;2;2;2;1;;;;;;;;;20210729;Tiene RSH
2823;45 a 59;Coquimbo;6;1;1;2;;15;;;12;2;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;9;1;;;;;;;;;20170101;Tiene RSH
2824;18 a 44;Coquimbo;6;1;1;2;;2;;;;1;1;;3;3;2;;3;1;1;1;1;1;1;1;1;2;1;1;2;;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
2825;18 a 44;Coquimbo;6;1;1;2;;2;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;4;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2826;45 a 59;Coquimbo;10;1;1;2;;8;3;0;36;5;1;;2;2;2;5;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;0;2;4;2;1;4;80000;0;20211020;Tiene RSH
2827;45 a 59;Coquimbo;10;1;1;2;;10;0;0;16;2;1;;2;2;2;5;1;1;1;2;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210709;Tiene RSH
2828;60 o mayor;Coquimbo;7;1;1;2;;46;;;;1;1;;1;2;2;;4;1;1;1;1;1;1;1;1;1;3;1;2;;2;1;1;2;1;;;;;;;;;20170802;Tiene RSH
2829;45 a 59;Coquimbo;6;1;1;2;;28;;;14;5;2;5;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;;;;;;20170101;Tiene RSH
2830;45 a 59;Coquimbo;10;1;1;2;;20;3;0;1;1;1;;2;2;2;5;1;1;4;1;1;1;1;1;3;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210827;Tiene RSH
2831;18 a 44;Coquimbo;10;1;1;2;;0;5;0;16;1;1;;2;2;2;4;4;1;1;1;1;1;2;1;1;1;1;1;2;;2;1;2;2;1;;;;;;;;;20210727;Tiene RSH
2832;45 a 59;Coquimbo;10;1;1;2;;1;0;0;38;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;3;2;1;2;;1;1;2;2;1;;;;;;;;;20211013;Tiene RSH
2833;18 a 44;Coquimbo;7;1;1;2;;18;;;;1;1;;3;3;2;;1;1;3;1;3;1;1;1;2;1;1;1;1;2;2;2;1;2;1;;;;;;;;;20170719;Tiene RSH
2834;18 a 44;Coquimbo;10;1;1;2;;4;1;5;29;5;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;2;0;2;2;2;2;;;50000;20210805;Tiene RSH
2835;18 a 44;Coquimbo;6;1;1;2;;;2;;;1;1;;;;;;1;1;1;1;1;1;2;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20170101;Tiene RSH
2836;45 a 59;Coquimbo;7;1;1;2;;;6;;10;1;1;;1;2;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
2837;18 a 44;Coquimbo;10;1;1;2;;3;6;10;30;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;;;;;;;;;20211020;Tiene RSH
2838;18 a 44;Coquimbo;10;1;1;2;;1;0;0;19;1;1;;2;2;2;5;1;1;2;1;1;1;1;1;1;3;1;1;2;;2;2;2;2;1;;;;;;;;;20210805;Tiene RSH
2839;45 a 59;Coquimbo;10;1;1;2;;8;5;5;45;1;2;5;2;2;2;5;2;2;1;3;1;1;2;1;1;3;1;1;2;;1;2;2;2;1;;;;;;;;;20210629;Tiene RSH
2840;45 a 59;Coquimbo;6;1;1;2;;14;;;33;1;2;5;1;2;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20170101;Tiene RSH
2841;18 a 44;Coquimbo;10;1;1;2;;0;2;0;29;1;1;;2;2;2;5;2;1;1;2;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20210514;Tiene RSH
2842;18 a 44;Coquimbo;6;1;1;2;;;4;;26;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20170101;Tiene RSH
2843;45 a 59;Coquimbo;7;1;1;2;;10;;;17;1;1;;1;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20170101;Tiene RSH
2844;18 a 44;Coquimbo;10;1;1;2;;13;1;10;15;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20210909;Tiene RSH
